user_id,hotel_id,name,rating,review,travel_purpose
125987653,3000010039024,Mochamad B. N. ,4.8,"Bad Services, Bad cleanliness, Actual Condition too far from Photos. Not recommended.",Holiday
126407399,3000010039024,Mindaryoko M. ,5.1,"The room isn't very clean, like the bath room.",Staycation
123330610,3000010039024,Dimas D. C. ,5.1,"I need to wait for almost two hours for check in. and mind you, I already come at 3. but still, they're not ready yet. no apology from their side, no compensation, just me and my husband keep asking about when can we go to our room since our 2 yo already very tired and need to rest. the room service also unbelievably 'cheap'. we need to pay some amount only for borrowing plate and spoon for our toddler's food. so much for 4 star hotel. the breakfast menu also quite limited and the food options are a bit weird, if I must say. there were some 'heavy' menus provided, instead of light menu for breakfast which children can also enjoy. all in all, I have to say I have no interest coming to this hotel again. hope you can improve your service for your next customers.",Family vacation
100890085,3000010039024,Raja H. N. ,5.4,Check in time is really late until 5pm. Far from the city centre and the room wasn’t really clean.,Family vacation
125737820,3000010039024,Nikolay N. ,5.8,"Wait for 45 min to check in. At 17:00, than 1 h. For the bath towels.",Holiday
125357838,3000010039024,Arjun K. J. ,5.9,"Overall lack of cleanliness and, focusing on the details is what made staying at Innside relatively disappointing. The daily cleaning service was rather poor. Didn't clean the room properly. Founds bits of dirt and also found cutlery plastic from the night before under our blanket. The terrace area wasn't cleaned properly. There was an ant infestation at the terrace. On the plus side, the room was spacious, Staff did their best to try and accommodate us after some negotiations. Service recovery wasn't the best. But they did try and I'll give them that. Also, the security staff at the lobby were very friendly and professional. Room service food options were very limited and largely disappointing. I thought about being part of the Melia group. They would have had a good breakfast spread and variety but that wasn't the case. Saying that the limited spread they did have was nice. Overall feel a little disappointed as I was expecting much better from the Melia group.",Holiday
124646183,3000010039024,I P. M. A. ,5.9,"The Merapi View is not there when you choose room with terrace. You get someone home backyard view’s instead. Problem with the bathroom with no privacy and stinky smell that you can get from your bed if someone use the toilet. The food from the restaurant is good for some dish. But, they have very awful signature dish : Ramen. Do not try their ramen. Try their fish and chip instead. the taste is quite good. Fortunately, the house keeper is awesome, the staff and crew are very polite. I like them very much.",Staycation
124574970,3000010039024,Muhamad,5.9,"The hotel is good, but for AC in our room is not cool enough for me, the service for repairing to our room is to long, need time 30 minutes to our room. And the after the repair is still not enough cool for me",Transit
123007911,3000010039024,HERVIANDI M. P.,5.9,"I booked in the morning, and arrived at 9 pm. Surprised me, the room was not ready!",Family vacation
106695225,3000010039024,Agustinus I.,5.9,Air Condition off at 2AM make me wake up due to temperature very hot and I could not sleep anymore,Business travel
126016100,3000010039024,Richard T.,6,"The staff nice, however the room dirty. The food worse,",Business
125666454,3000010039024,Shendy S.,6,"They don't have connecting rooms but this facility is available as an option that customer can request (because we have 3 kids and should be together in one room connected), also I choose the hotel because they have carpet on the floor as it is seen at the app, but it was not. But I appreciate their efforts to upgrade my room as an appologize.",Transit
123684111,3000010039024,Kunto Y. P.,6,Accused guest for key room damaged lock after checked out... Definitely not come back and stay in this hotel property again!,Business travel
107212469,3000010039024,Nitto S.,6,"Bad experience, how they charged 5 year old boy for breakfast if they named themself as family hotel. It ruined my mood.",Family vacation
125007801,3000010039024,Adi S.,6.1,"I stayed for 2nd time on 12-13 March. It was my staycation on INNSIDE HOTEL by MELIÀ everything was OK. I arrived 2.30pm +They give me the room on 5 floor with City View. It was ok. The room was enough for me with a lot of lights. It’s good specially for my eyes. Just the room smaller than before and the pillows only 2 not 4. The sanitary is standard with no body lotion, no shaver. But they give extra 1 mask, hand sanitizer also antiseptic wipes. +The Infinity pool absolutely amazing. It’s to be a reason for booking this hotel. It’s my favorite one @Yogjakarta. + It’s a City Hotel Concept hotel for myself is good enough. Looking Elegant not to much decorations. It’s good. -The breakfast starting 6am till 10am. So good time for myself who love have early breakfast with some variations of it. For myself who love veggie. It’s not good enough because they don’t have vegetables salad so I can’t get my best feeling for breakfast. Although they have a lot of things but it’s just not good enough. They could thinking about the variant menu with vegetables. It’s really important specially for people like me who love western lifestyle. We don’t like have breakfast with a lot of fat. We love healthy meals for starting our day. - One biggest problem for my second breakfast here. They give me old pepper powder when I have my omelets. I was shocked to see little baby insects on top of my meals. I already tell to the staff and they change it but my mood was worse on that day. I can’t really enjoying the meals after because I saw the animals on my meals. I was lucky I have not stomachache just I felts so hot with my body and can’t really enjoying my Pool Moment on the hotel. I just happy because After resting. I can continue my trip again. - The parking for scooter should be on cover specially during rain season was so bad. Although they have a lot of space but we need more than that.",Staycation
121148424,3000010039024,Tinnike,6.1,"I love the place but the staffs must be trained on basic service! I called the receptionist to request a bath robe and she said yes. waiting in my room for 1 hour I called again only to be informed it's not available. I asked her why not calling me back and told me, she laughed and said nothing... the next day I checked out and went to the airport only to realised I've left my ID card behind.. I called the hotel and yes my ID card was there all along since check-in time and no one told / call me during my stay the entire night and during check out (it's partly my fault forgetting my ID but they should have informed because they clearly kept it. it's a shame such a nice hotel have this service issue. I like the nuance, bright room and cleanliness but the staff communication must have been better",Business travel
102195037,3000010039024,Gezia C.,6.1,"The staffs and their service were very terrible. Full of youngsters that are not experienced enough to take care of the guests and the front desk was not helpful at all. My mom and dad got in to an argument with the front desk staff and they were blaming us as their guest, and it made my mom and dad very mad. Disappointing. The bed and the room size are good. Cleanliness could be improved. Breakfast was bad, tasteless, not so many choices available. Location was far from the city center. I prefer to stay at Harper Mangkubumi Hotel.",Family vacation
124473933,3000010039024,Garry K.,6.2,"waiting for 1 hour to get room even we're arriving on 14.00 as per check in schedule, with no details explanation or estimation.",Holiday
122939326,3000010039024,Mohammad S. S.,6.2,"Somehow unsatisfactory, concerning with check-in process, unmaintained room, we had to wait for another two hours just to get proper room with well-functioned air conditioning.",Family vacation
121391465,3000010039024,Taufik A. H.,6.2,"In the world of hospitality, I think privacy and hospitality are things to keep in mind. Knocking on your guest door at 9 am and open the f***k**g door when your guest still sleeping for asking if they wanna continue their stay is violence to privacy. Are you really a 4 star hotel?",Business travel
125398429,3000010039024,amrullah r.,6.3,"Generally, everyhing is okay, clean hotel and good hospitality. Unfortunately, their is one fundamental reason to make me feel bad during my stay in the hotel, the bathroom design! The toilet and shower room are separated. You cannot be n*k*d when you decide to p**p and take a shower at the sometime, unless you are alone in a room. If you do, the other person in the room could see you naked when you move from the toilet to the shower room as their are quite large space beside the mirror on the sink. The worst part is, both doors of shower room and toilet are not fully covered, their is 1/4 spaces on the upper side of the door. Imagine when you have to poop and other person in the room need to listen to the weird sound or even need to smell it. And their is no place to hang your towel on the shower room! This room is a nightmare for corporate event which May require people who don't know each other to stay in the same room, or even for work colleagues. I won't come again!",Business
126528094,3000010039024,Achmad S.,10,"Staff ramah, Good Breakfast, Cleaning Room.",Staycation
125885018,3000010039024,ramadhan S.,10,"This is my first time staying here, I stay 3 night at room 729 and I'm completely satisfied, thank you for Mr. Arif Setiadi already prepare my request. I was able to early check in at 12 with Mrs. Made (nice to meet you Bu), very warm welcome, the room is spacious and clean, I also really love their rooftop pool.",Holiday
125816419,3000010039024,Tita N. A. S.,10,Was a super great experience stay 5 days in innside by melia. Comfortable and clean place,Holiday
125702756,3000010039024,Nita,10,I love this place. Spacious and room. Spacious balcony. Hepful staff. Delicious food. Super cold aircon (I love it). A bit far from city center.,Staycation
125381499,3000010039024,Febri,10,"Clean hotel, complete facilities, friendly service, for very good food. Value 10/10. Thank's Innside by Melia Yogyakarta",Holiday
125380601,3000010039024,Petrus D. W.,10,"Spacious room, big bed, the smoking area provided at a restaurant and outside. Lovely hotel for family stay",Staycation
125374301,3000010039024,Praptadi A.,10,Nice place to stay in yogyakarta,Staycation
124644154,3000010039024,Ibu R.,10,superb view our second visit here with the same occasion... birthday treat for my son,Staycation
124484754,3000010039024,Moh M. F. A. H.,10,"Nice hotel with 5 star services. In my long weekend family vacation, we enjoy with great service at this hotel. My family very happy to stay at this hotel and we will back again.",Holiday
123219040,3000010039024,Jordan S. S.,10,"Breakfast was delicious, rooms is clean and comport.",Family vacation
123185419,3000010039024,carolus b. t.,10,Awesome hotel with friendly staff. Cool rooftop pool.,Family vacation
123159730,3000010039024,septy k.,10,"Sleek and modern design, bedroom is quite spacious and nice layout. Though, bathroom is pretty small and could become a little larger with sliding door. Swimming pool has an amazing view to mount merapi. And also it has kids pool. The food being served for breakfast offers variety and quite tasty. Overall, we're pleased with all this hotel has offered.",Family vacation
122513075,3000010039024,Adri M.,10,"Good location, good services and good food. I'll give 9.5/10",Romantic Vacation
122282747,3000010039024,Iko F. A.,10,"more than expected. very comfy & clean, recommended hotel",Business travel
122192654,3000010039024,Marlene,10,"stayed with my family and we had a blast.. everything was awesome, service was great.. will recommend this hotel to others",Family vacation
122151475,3000010039024,Simon P.,10,Was very clean and we had a great time by staying here. The DJ in the morning is just the kicker to the breakfast. And she plays a good taste. Fitness room is very slim kept and not much gear but its alright. Pool and breakfast was great. Would come again!,Backpacking
104581990,1000000509788,harris r. h.,5.3,Not recommended for family vacation,Family vacation
105137437,1000000509788,vindi l. i.,5.4,"We booked for 2 days. Didn't expect their policy for not providing breakfast box for take away as we needed to leave the hotel at 3.30 am for sunrise in borobudur. They asked us to have early breakfast at 3 am instead. Seriously? As a frequent traveller for both leisure and business, this was my first time ever to find out this kind of policy.

Another thing, I didn't know the culprit but I got phone call at 11 pm for several times when I picked up the phone, nobody was speaking. It happened 3 times, and I just unplugged the connection.

The food was so so.

One thing for sure, won't come back ever again.

So many hotels in jogja so you need to stand out by giving excellent service or else, bye.",Family vacation
123293632,1000000509788,Kurnia L.,5.8,"We booked 3 non smoking rooms for January 3-5 on 22nd Dec. 4 days later we returned to check the room in the same class that we are ordered and the room still available both on other webs because we planned to add one more room but it didn't happen. Finally it was time for us to check in, January 3 at 8.30 PM (night), the check in process was normal, and the receptionist gave us the room key at 10 floor which we then knew was the floor for the smoking room. When the door opened, wow the smell cigarette smoke was so oppressive from the room, and at the end of bed and pillow we found 2 strands of hair. Instantly we called the reception to ask for rooms transfer to a non smoking rooms as our initial request when making a room booking. From the reception we got an answer that a non smoking room was not available for January 3, there was a debate because we felt that we had made a booking in advance for a non smoking room request, but were not available with an answer from the manager that other guests had booked in advance also (lied answer). The solution is to upgrade 1 paid non smoking room because in our group there's toddlers age 1,5 year. And for 2 others smoking rooms will be sprayed with ozone and air freshener. We also asking questions for the ozone 'is the ozone can eliminate toxins from the cigarette smoke that clings in the room, on the sheets and pillows? and he said could (oh my goodness). For the Hotel Managers/Employee please be understand that the request for the non smoking room is not solely because guests are not pleased with the smell of cigarette smoke, but it will be others reasons behind that. For my family group, they are 3 people who have asthma, and they will suffer more if they are in the smoking room or smell of cigarette, and also one of family member even suffered from Lung spots, and could she could pass out if his body could not tolerate the smell of cigarette and the like. After we check out we would like to say thanks you to the arrogant hotel manager Alana, because of him we visit to the doctor, especially for those who have asthma and lung spots. Based on this case, we as guests urge website as applicator and together with hotel to make a Mandatory clause for non smoking/smoking room, not as subject to be discuss, because health is the right of everyone not to be placed in a bargaining position/subject to be discuss. On the second day, at the end, the others of 2 smoking rooms can be move to non smocking room, and we just found out from the employee on duty that our non smoking room was originally available and has been designated for us, but because guests extend on the spot, then the hotel chose to give the room to them (Congratulation Manager, you're the rock).",Family vacation
122462804,1000000509788,tri s.,5.8,"When I was asking for early check-in at 13.20 pm they said the room was not available. The room must be cleaned first and it's ready at 14.00 pm, so the receptionist input my data when the housekeeping do their work. But, until 14.20 my room not ready, so I ask to receptionist to give me the room that ready to use (and I got smoking room).",Backpacking
105674932,1000000509788,INA S.,6,The room was not we expected; the AC didn't work well. The staff is not very helpful.,Business travel
101459308,1000000509788,denis g.,6,"Not quiet place. They give us a room with 2 big compressor (kitchen compressor) just in front our window. These compressor work 24 hours by day with hard noise? so impossible to sleep. How Neo management can give to customers a room like that! They are misleading customers. So we complain very hardly before sleep the first night but they change this first night with room under smoking area because rooms already full and really change a new room begin the second night until the end in a better room. But also not really quiet, they are some customers with children who play in the corridor early in the morning at 5 am. Crazy, unbelievable? Not clean like we expect.",Family vacation
105441919,1000000509788,Ratna P. A. ,6,Very good service and cleanliness.,Family vacation
103192022,1000000509788,ISWANTO,6.1,Location is not good and ok cleanliness,Business travel
122860357,1000000509788,Anita F. S.,6.3,"I found this cockroach on my bedroom, this is not the first time this second time I stay. very annoying.",Shopping & Culinary
124497865,1000000509788,Zackky M.,6.5,"I can't find a proper cupboard at my room. And everything else was just 'fine', not special in any way.",Holiday
123262885,1000000509788,Susil p.,6.5,they completed all my requests. no doubt. but no mineral water at the room. no coffee or tea. the tea/coffee maker only. I called but they said. there is dispenser at each corner. but I cant find any. it's really disappointing. so I asked the cleaner to bring me water from pantry and bought from outside. the room as usual hotel. but I cant said it 4th star hotel,Romantic Vacation
102615835,1000000509788,Elyzabeth G. A.,6.6,"Nice hospitality, clean room and comfort",Family vacation
100413379,1000000509788,Miss,6.9,"Just so so. Booked and made request for nonsmoking room but they said not available, so we stay in the smoking room which is in the room there is no carpet at all on the floor. Some other hotels even smoking room they still use carpet on the floor.",Romantic Vacation
108111914,1000000509788,Endang P. ,6.9,"The room size is adequately for me who was traveling with family. Room and bathroom are clean with modern/minimalist, however I regret to have the cover bed sheet which wasn't smell good. Someone from housekeeping needs to ensure/check it prior to new guest arrival. Room rate is reasonable with the room type and facility.",Family vacation
108834951,1000000509788,Kurniawan A. P. ,7,"Near tourism destination, Alun2 Kidul. Near culinary place. I was stay when peak season, breakfast room always full and crowded, however the food is ok. Main pool is to deep for children but the pool for children too small",Family vacation
108434682,1000000509788,Muhammad A. ,7.1,"When I visit, the front office said that the hotel was in renovation.",Business travel
121342274,1000000509788,Roy R. ,8.3,Room space average. Cleanliness average. Breakfast not much choices. Taste breakfast standard. Service good,Backpacking
126123051,1000000509788,Ferry K.,10,"The hotel closed to Kraton dan Malioboro and easily access to Kaliurang or Parangtritis beach. There were many food stalls at night around hotel. I gave three reviews during my stay (TV display, Qiblat direction, and front office) and Room Division Manager quickly followed up and solved the issues. All staff are really friendly and served guest very good I. E. Concierge, security, waitress. Really enjoy staying at Alana Malioboro.",Holiday
125629608,1000000509788,Devendra D. ,10,"The check in process was very quick, breakfast was good.",Staycation
125584432,1000000509788,Jimmy F.,10,"Excellent hospitality, will be back when visiting Jogja.",Business
125550702,1000000509788,Ozy F.,10,"Good and nice, recommend.",Business
124888755,1000000509788,Budianto I.,10,"Clean room, excellent breakfast",Business
124699876,1000000509788,Tri H.,10,"What a surprised to stay here, a big room, fast service, and what great surprised for my son birthday, thanks to all the team of The Alana Hotel. All food are delicious 😄",Holiday
124630091,1000000509788,Vega B.,10,"We choose this hotel because of their ""clean accommodation"" is onat traveloka. Our second time stay in here and again we had a pleasant stay. location is very strategic, near malioboro, alun alun kidul, and taman sari. Breakfast was delicious, variative menu, the staffs are very helpful and friendly. room is very comfy, neat and clean, AC runs very well. no hassle for check in and check out. need local food for lunch or dinner? There's Gudeg Yu Djum, Sambal SS and lesehan in front of the hotel, absolutely a whole package. definitely a place we consider to stay if we're going to Jogja again.",Holiday
124596288,1000000509788,Chairul R.,10,"This hotel was great. Has great service and hospitaly from the staffs. The hotel was comfortable and located in strategic location. But, some points that need to improve are the connection of the wifi. Since the celular signal was poor. And also the fridge that was not really cold. So that I could not keep my beverages there. The other things were good. Especially for the breakfast menu that various and tasteful",Holiday
123239977,1000000509788,Destia R.,10,"The bedroom is very comfortable for me, it's also clean and neat. The restaurant is very big and can accommodate a lot of people so don't worry if you want to have breakfast here. You will also have many choices for the breakfast. They also have staffs whom can serve you well. Very good as the overall.",Family vacation
122454542,1000000509788,Muhammad R.,10,"the room is unbelievable, very clean, the locations is just perfect",Romantic Vacation
120103407,1000000509788,natalia l. w.,10,Gorgeous and lovable hotel ❤️,Family vacation
108418256,1000000509788,Puti S. G. ,10,"The room was so amazing, super clean and comfy. The staff so friendly and breakfast so delicious. Surely we want to stay here again.",Family vacation
